country,year,records
HND,1982,5166
HND,1983,7271
HND,1984,4126
HND,1985,3494
HND,1986,2149
HND,1987,4149
HND,1988,1924
HND,1989,1701
HND,1990,1248
HND,1991,6533
HND,1992,6558
HND,1993,9411
HND,1994,12227
HND,1995,6203
HND,1996,4267
HND,1997,1770
HND,1998,1435
HND,1999,2690
HND,2000,2052
HND,2001,4904
HND,2002,5870
HND,2003,3597
HND,2004,5133
HND,2005,4687
HND,2006,5533
HND,2007,8100
HND,2008,10971
HND,2009,10984
HND,2010,51321
HND,2011,26786
HND,2012,65408
HND,2013,88631
HND,2014,143347
HND,2015,253923
HND,2016,311536
HND,2017,261225
HND,2018,319250
HND,2019,327477
HND,2020,300224
HND,2021,368421
HND,2022,361298
HND,2023,374182
HND,2024,333458
HND,2025,24451
HRV,1960,3837
HRV,1961,1362
HRV,1962,2437
HRV,1963,1341
HRV,1964,1929
HRV,1965,3117
HRV,1966,2342
HRV,1967,1943
HRV,1968,3804
HRV,1969,2818
HRV,1970,2076
HRV,1971,1570
HRV,1972,1940
HRV,1973,954
HRV,1974,1553
HRV,1975,1292
HRV,1976,1472
HRV,1977,1073
HRV,1978,1288
HRV,1979,1356
HRV,1980,1027
HRV,1981,1648
HRV,1982,2528
HRV,1983,1699
HRV,1984,1298
HRV,1985,1642
HRV,1986,1325
HRV,1987,2125
HRV,1988,2363
HRV,1989,1880
HRV,1990,2193
HRV,1991,1380
HRV,1992,1574
HRV,1993,1441
HRV,1994,1565
HRV,1995,2312
HRV,1996,2319
HRV,1997,2413
HRV,1998,1477
HRV,1999,1633
HRV,2000,2605
HRV,2001,2152
HRV,2002,2575
HRV,2003,3534
HRV,2004,3758
HRV,2005,3767
HRV,2006,3020
HRV,2007,4476
HRV,2008,4670
HRV,2009,8391
HRV,2010,6867
HRV,2011,8521
HRV,2012,10352
HRV,2013,11046
HRV,2014,16509
HRV,2015,28441
HRV,2016,38149
HRV,2017,42131
HRV,2018,52914
HRV,2019,79855
HRV,2020,83639
HRV,2021,119296
HRV,2022,186077
HRV,2023,216592
HRV,2024,198152
HRV,2025,103047
HTI,1960,2208
HTI,1961,2111
HTI,1962,5461
HTI,1963,266
HTI,1964,424
HTI,1965,713
HTI,1966,1829
HTI,1967,946
HTI,1968,498
HTI,1969,1405
HTI,1970,2703
HTI,1971,2946
HTI,1972,2568
HTI,1973,400
HTI,1974,3820
HTI,1975,214
HTI,1976,2479
HTI,1977,2168
HTI,1978,7568
HTI,1979,5062
HTI,1980,2850
HTI,1981,932
HTI,1982,1673
HTI,1983,6647
HTI,1984,16120
HTI,1985,2138
HTI,1986,266
HTI,1987,393
HTI,1988,510
HTI,1989,599
HTI,1990,40
HTI,1991,149
HTI,1992,415
HTI,1993,463
HTI,1994,122
HTI,1995,246
HTI,1996,89
HTI,1997,404
HTI,1998,431
HTI,1999,284
HTI,2000,291
HTI,2001,182
HTI,2002,279
HTI,2003,289
HTI,2004,198
HTI,2005,392
HTI,2006,661
HTI,2007,748
HTI,2008,660
HTI,2009,1294
HTI,2010,1173
HTI,2011,1679
HTI,2012,2815
HTI,2013,4009
HTI,2014,4885
HTI,2015,5249
HTI,2016,4214
HTI,2017,4944
HTI,2018,11871
HTI,2019,20394
HTI,2020,12040
HTI,2021,16863
HTI,2022,10646
HTI,2023,1687
HTI,2024,2188
HTI,2025,363
HUN,1960,658
HUN,1961,445
HUN,1962,660
HUN,1963,687
HUN,1964,1210
HUN,1965,1619
HUN,1966,776
HUN,1967,508
HUN,1968,737
HUN,1969,623
HUN,1970,1085
HUN,1971,471
HUN,1972,704
HUN,1973,477
HUN,1974,900
HUN,1975,973
HUN,1976,722
HUN,1977,724
HUN,1978,1044
HUN,1979,2693
HUN,1980,1540
HUN,1981,1487
HUN,1982,2272
HUN,1983,5867
HUN,1984,5976
HUN,1985,6020
HUN,1986,7362
HUN,1987,7555
HUN,1988,8047
HUN,1989,8964
HUN,1990,7141
HUN,1991,9559
HUN,1992,11836
HUN,1993,4757
HUN,1994,5935
HUN,1995,5171
HUN,1996,5547
HUN,1997,5339
HUN,1998,4258
HUN,1999,7140
HUN,2000,9061
HUN,2001,6877
HUN,2002,7268
HUN,2003,3909
HUN,2004,7009
HUN,2005,12373
HUN,2006,12119
HUN,2007,10375
HUN,2008,12163
HUN,2009,14524
HUN,2010,19403
HUN,2011,16730
HUN,2012,20484
HUN,2013,36503
HUN,2014,47153
HUN,2015,39854
HUN,2016,47462
HUN,2017,70466
HUN,2018,93938
HUN,2019,145034
HUN,2020,165786
HUN,2021,261196
HUN,2022,284235
HUN,2023,317258
HUN,2024,405678
HUN,2025,171898
IDN,1960,11369
IDN,1961,21984
IDN,1962,11765
IDN,1963,6860
IDN,1964,4802
IDN,1965,3978
IDN,1966,4106
IDN,1967,3536
IDN,1968,4594
IDN,1969,5169
IDN,1970,7971
IDN,1971,9895
IDN,1972,18415
IDN,1973,18631
IDN,1974,17009
IDN,1975,25692
IDN,1976,9846
IDN,1977,7692
IDN,1978,10704
IDN,1979,31802
IDN,1980,11490
IDN,1981,16090
IDN,1982,11183
IDN,1983,16341
IDN,1984,23944
IDN,1985,26942
IDN,1986,15912
IDN,1987,8982
IDN,1988,18301
IDN,1989,31614
IDN,1990,29282
IDN,1991,29718
IDN,1992,25874
IDN,1993,33884
IDN,1994,38079
IDN,1995,32952
IDN,1996,30843
IDN,1997,26347
IDN,1998,28070
IDN,1999,21335
IDN,2000,21202
IDN,2001,23812
IDN,2002,15921
IDN,2003,14189
IDN,2004,20052
IDN,2005,29722
IDN,2006,16705
IDN,2007,22671
IDN,2008,26103
IDN,2009,32903
IDN,2010,32356
IDN,2011,49929
IDN,2012,165005
IDN,2013,68977
IDN,2014,65221
IDN,2015,87404
IDN,2016,177594
IDN,2017,149338
IDN,2018,136902
IDN,2019,278556
IDN,2020,61135
IDN,2021,55912
IDN,2022,239962
IDN,2023,377046
IDN,2024,430109
IDN,2025,110338
IND,1960,9193
IND,1961,8034
IND,1962,5329
IND,1963,8199
IND,1964,10474
IND,1965,13594
IND,1966,6824
IND,1967,6274
IND,1968,6178
IND,1969,14582
IND,1970,10147
IND,1971,14044
IND,1972,19170
IND,1973,8253
IND,1974,7844
IND,1975,7091
IND,1976,13909
IND,1977,17310
IND,1978,16816
IND,1979,12597
IND,1980,17805
IND,1981,12761
IND,1982,19675
IND,1983,15501
IND,1984,21393
IND,1985,19251
IND,1986,13256
IND,1987,14253
IND,1988,19285
IND,1989,18378
IND,1990,20082
IND,1991,25249
IND,1992,26903
IND,1993,33002
IND,1994,34751
IND,1995,31321
IND,1996,25257
IND,1997,24917
IND,1998,36342
IND,1999,57597
IND,2000,49960
IND,2001,48607
IND,2002,44157
IND,2003,65930
IND,2004,55347
IND,2005,62182
IND,2006,81851
IND,2007,97503
IND,2008,134355
IND,2009,127383
IND,2010,147192
IND,2011,178725
IND,2012,254040
IND,2013,342868
IND,2014,790583
IND,2015,1654214
IND,2016,2545862
IND,2017,3477543
IND,2018,4045116
IND,2019,4644707
IND,2020,5801842
IND,2021,7280442
IND,2022,8504882
IND,2023,10158285
IND,2024,11985399
IND,2025,456110
IRL,1960,7791
IRL,1961,7359
IRL,1962,8395
IRL,1963,7568
IRL,1964,5429
IRL,1965,8941
IRL,1966,11839
IRL,1967,11179
IRL,1968,12493
IRL,1969,11433
IRL,1970,15449
IRL,1971,8411
IRL,1972,13338
IRL,1973,9163
IRL,1974,8270
IRL,1975,14352
IRL,1976,11607
IRL,1977,8379
IRL,1978,10388
IRL,1979,14761
IRL,1980,37784
IRL,1981,41346
IRL,1982,18531
IRL,1983,25029
IRL,1984,15451
IRL,1985,15439
IRL,1986,14931
IRL,1987,30313
IRL,1988,19113
IRL,1989,20324
IRL,1990,17169
IRL,1991,20490
IRL,1992,34267
IRL,1993,43619
IRL,1994,62723
IRL,1995,107078
IRL,1996,96304
IRL,1997,30936
IRL,1998,32128
IRL,1999,40758
IRL,2000,43772
IRL,2001,41311
IRL,2002,31799
IRL,2003,33459
IRL,2004,35640
IRL,2005,43696
IRL,2006,57166
IRL,2007,95217
IRL,2008,73641
IRL,2009,96304
IRL,2010,120845
IRL,2011,126577
IRL,2012,132323
IRL,2013,133287
IRL,2014,131649
IRL,2015,124313
IRL,2016,167188
IRL,2017,176525
IRL,2018,275947
IRL,2019,295009
IRL,2020,296277
IRL,2021,338380
IRL,2022,369257
IRL,2023,473654
IRL,2024,518180
IRL,2025,142712
IRN,1960,2296
IRN,1961,1389
IRN,1962,6299
IRN,1963,8155
IRN,1964,3431
IRN,1965,14872
IRN,1966,9688
IRN,1967,3196
IRN,1968,4645
IRN,1969,1362
IRN,1970,1481
IRN,1971,5204
IRN,1972,4901
IRN,1973,2381
IRN,1974,7015
IRN,1975,5217
IRN,1976,2545
IRN,1977,4466
IRN,1978,3775
IRN,1979,242
IRN,1980,156
IRN,1981,161
IRN,1982,74
IRN,1983,104
IRN,1984,115
IRN,1985,502
IRN,1986,179
IRN,1987,146
IRN,1988,344
IRN,1989,73
IRN,1990,504
IRN,1991,268
IRN,1992,235
IRN,1993,698
IRN,1994,1254
IRN,1995,931
IRN,1996,1152
IRN,1997,738
IRN,1998,1256
IRN,1999,2091
IRN,2000,1795
IRN,2001,2751
IRN,2002,2728
IRN,2003,2548
IRN,2004,3951
IRN,2005,3937
IRN,2006,3358
IRN,2007,6572
IRN,2008,3720
IRN,2009,4611
IRN,2010,6410
IRN,2011,7865
IRN,2012,32875
IRN,2013,17258
IRN,2014,18946
IRN,2015,27198
IRN,2016,50268
IRN,2017,83463
IRN,2018,38664
IRN,2019,57722
IRN,2020,57008
IRN,2021,93337
IRN,2022,109583
IRN,2023,108044
IRN,2024,117843
IRN,2025,11828
IRQ,1960,916
IRQ,1961,1977
IRQ,1962,1881
IRQ,1963,935
IRQ,1964,1467
IRQ,1965,1005
IRQ,1966,259
IRQ,1967,244
IRQ,1968,184
IRQ,1969,218
IRQ,1970,1936
IRQ,1971,1024
IRQ,1972,551
IRQ,1973,669
IRQ,1974,639
IRQ,1975,426
IRQ,1976,576
IRQ,1977,423
IRQ,1978,473
IRQ,1979,301
IRQ,1980,497
IRQ,1981,360
IRQ,1982,70
IRQ,1983,51
IRQ,1984,53
IRQ,1985,103
IRQ,1986,258
IRQ,1987,101
IRQ,1988,58
IRQ,1989,49
IRQ,1990,19
IRQ,1991,39
IRQ,1992,61
IRQ,1993,66
IRQ,1994,3
IRQ,1995,49
IRQ,1996,28
IRQ,1997,6
IRQ,1998,10
IRQ,1999,17
IRQ,2000,16
IRQ,2001,9
IRQ,2002,36
IRQ,2003,273
IRQ,2004,817
IRQ,2005,135
IRQ,2006,194
IRQ,2007,2380
IRQ,2008,650
IRQ,2009,4182
IRQ,2010,975
IRQ,2011,1930
IRQ,2012,740
IRQ,2013,650
IRQ,2014,840
IRQ,2015,1183
IRQ,2016,4404
IRQ,2017,12937
IRQ,2018,14656
IRQ,2019,6040
IRQ,2020,1897
IRQ,2021,4029
IRQ,2022,4819
IRQ,2023,6912
IRQ,2024,8489
IRQ,2025,6528
ISL,1960,7606
ISL,1961,6242
ISL,1962,12383
ISL,1963,7823
ISL,1964,11724
ISL,1965,10765
ISL,1966,14288
ISL,1967,16109
ISL,1968,16834
ISL,1969,13478
ISL,1970,9700
ISL,1971,11798
ISL,1972,22975
ISL,1973,12577
ISL,1974,16307
ISL,1975,10970
ISL,1976,21527
ISL,1977,20940
ISL,1978,30849
ISL,1979,25621
ISL,1980,28414
ISL,1981,19363
ISL,1982,13793
ISL,1983,10723
ISL,1984,20185
ISL,1985,17431
ISL,1986,14155
ISL,1987,6483
ISL,1988,13451
ISL,1989,14398
ISL,1990,9285
ISL,1991,6702
ISL,1992,10433
ISL,1993,11492
ISL,1994,15651
ISL,1995,18229
ISL,1996,11234
ISL,1997,12827
ISL,1998,14130
ISL,1999,16659
ISL,2000,12896
ISL,2001,12753
ISL,2002,18559
ISL,2003,11260
ISL,2004,19078
ISL,2005,13081
ISL,2006,16634
ISL,2007,13060
ISL,2008,9871
ISL,2009,12130
ISL,2010,12385
ISL,2011,50306
ISL,2012,61337
ISL,2013,58125
ISL,2014,61718
ISL,2015,82595
ISL,2016,82464
ISL,2017,110229
ISL,2018,185116
ISL,2019,127196
ISL,2020,83152
ISL,2021,129902
ISL,2022,180622
ISL,2023,240710
ISL,2024,274930
ISL,2025,39840
ISR,1960,1778
ISR,1961,1665
ISR,1962,3232
ISR,1963,3515
ISR,1964,1326
ISR,1965,1499
ISR,1966,1389
ISR,1967,3419
ISR,1968,3794
ISR,1969,3395
ISR,1970,3950
ISR,1971,3053
ISR,1972,3899
ISR,1973,1887
ISR,1974,3163
ISR,1975,5351
ISR,1976,4214
ISR,1977,5192
ISR,1978,12411
ISR,1979,8553
ISR,1980,14417
ISR,1981,19743
ISR,1982,31388
ISR,1983,20910
ISR,1984,27005
ISR,1985,26064
ISR,1986,35920
ISR,1987,43964
ISR,1988,71010
ISR,1989,63660
ISR,1990,32058
ISR,1991,25643
ISR,1992,27928
ISR,1993,26340
ISR,1994,33813
ISR,1995,29162
ISR,1996,38013
ISR,1997,56091
ISR,1998,44059
ISR,1999,65472
ISR,2000,49839
ISR,2001,40878
ISR,2002,40189
ISR,2003,35818
ISR,2004,38150
ISR,2005,34080
ISR,2006,47257
ISR,2007,60350
ISR,2008,59196
ISR,2009,72155
ISR,2010,99607
ISR,2011,112576
ISR,2012,126483
ISR,2013,126203
ISR,2014,217245
ISR,2015,232254
ISR,2016,251259
ISR,2017,328600
ISR,2018,411109
ISR,2019,640139
ISR,2020,768386
ISR,2021,866485
ISR,2022,1011684
ISR,2023,1120746
ISR,2024,1013728
ISR,2025,224776
ITA,1960,9198
ITA,1961,10125
ITA,1962,9068
ITA,1963,8646
ITA,1964,8788
ITA,1965,11508
ITA,1966,9671
ITA,1967,7848
ITA,1968,7631
ITA,1969,8506
ITA,1970,14922
ITA,1971,9261
ITA,1972,12335
ITA,1973,10795
ITA,1974,11160
ITA,1975,14601
ITA,1976,13105
ITA,1977,31273
ITA,1978,11316
ITA,1979,15080
ITA,1980,24177
ITA,1981,17407
ITA,1982,23345
ITA,1983,15416
ITA,1984,28006
ITA,1985,31633
ITA,1986,41779
ITA,1987,29927
ITA,1988,31735
ITA,1989,26898
ITA,1990,58759
ITA,1991,40156
ITA,1992,60138
ITA,1993,41291
ITA,1994,26419
ITA,1995,73707
ITA,1996,50098
ITA,1997,34568
ITA,1998,51929
ITA,1999,178992
ITA,2000,92753
ITA,2001,89016
ITA,2002,62099
ITA,2003,65304
ITA,2004,99319
ITA,2005,63226
ITA,2006,70225
ITA,2007,67518
ITA,2008,99227
ITA,2009,118194
ITA,2010,157871
ITA,2011,269563
ITA,2012,350255
ITA,2013,421768
ITA,2014,356562
ITA,2015,381788
ITA,2016,359925
ITA,2017,457737
ITA,2018,596884
ITA,2019,858296
ITA,2020,813337
ITA,2021,988946
ITA,2022,1196562
ITA,2023,1115055
ITA,2024,1360647
ITA,2025,632278
JAM,1960,2106
JAM,1961,7239
JAM,1962,2574
JAM,1963,4452
JAM,1964,2609
JAM,1965,4394
JAM,1966,8146
JAM,1967,5972
JAM,1968,4647
JAM,1969,3852
JAM,1970,5374
JAM,1971,3356
JAM,1972,1921
JAM,1973,2405
JAM,1974,4852
JAM,1975,2524
JAM,1976,4215
JAM,1977,2374
JAM,1978,2278
JAM,1979,1788
JAM,1980,3700
JAM,1981,5081
JAM,1982,3177
JAM,1983,3043
JAM,1984,3338
JAM,1985,3059
JAM,1986,2635
JAM,1987,3748
JAM,1988,3331
JAM,1989,2224
JAM,1990,1876
JAM,1991,1393
JAM,1992,3656
JAM,1993,2743
JAM,1994,5665
JAM,1995,2528
JAM,1996,4813
JAM,1997,2627
JAM,1998,1612
JAM,1999,7234
JAM,2000,15766
JAM,2001,5939
JAM,2002,3202
JAM,2003,3088
JAM,2004,3528
JAM,2005,10172
JAM,2006,6244
JAM,2007,5735
JAM,2008,4300
JAM,2009,9195
JAM,2010,9575
JAM,2011,5145
JAM,2012,18747
JAM,2013,27904
JAM,2014,23741
JAM,2015,49412
JAM,2016,29544
JAM,2017,34091
JAM,2018,30651
JAM,2019,48116
JAM,2020,33185
JAM,2021,22091
JAM,2022,52470
JAM,2023,98999
JAM,2024,84917
JAM,2025,7633
JOR,1960,11
JOR,1961,68
JOR,1962,31
JOR,1963,980
JOR,1964,161
JOR,1965,820
JOR,1966,117
JOR,1967,357
JOR,1968,140
JOR,1969,101
JOR,1970,12
JOR,1971,69
JOR,1972,174
JOR,1973,150
JOR,1974,440
JOR,1975,333
JOR,1976,512
JOR,1977,512
JOR,1978,297
JOR,1979,442
JOR,1980,748
JOR,1981,437
JOR,1982,86
JOR,1983,550
JOR,1984,364
JOR,1985,583
JOR,1986,315
JOR,1987,152
JOR,1988,1024
JOR,1989,1033
JOR,1990,1375
JOR,1991,230
JOR,1992,1338
JOR,1993,752
JOR,1994,210
JOR,1995,1270
JOR,1996,1338
JOR,1997,471
JOR,1998,1238
JOR,1999,415
JOR,2000,553
JOR,2001,1072
JOR,2002,1682
JOR,2003,1264
JOR,2004,709
JOR,2005,963
JOR,2006,1181
JOR,2007,910
JOR,2008,1113
JOR,2009,1227
JOR,2010,3092
JOR,2011,3974
JOR,2012,1670
JOR,2013,2928
JOR,2014,2384
JOR,2015,1419
JOR,2016,2246
JOR,2017,3121
JOR,2018,7308
JOR,2019,13711
JOR,2020,6230
JOR,2021,11007
JOR,2022,20140
JOR,2023,35585
JOR,2024,23307
JOR,2025,2099
JPN,1960,101066
JPN,1961,81347
JPN,1962,82704
JPN,1963,89343
JPN,1964,93938
JPN,1965,128418
JPN,1966,100923
JPN,1967,89326
JPN,1968,89374
JPN,1969,91699
JPN,1970,100839
JPN,1971,104312
JPN,1972,125879
JPN,1973,161658
JPN,1974,123994
JPN,1975,145721
JPN,1976,164386
JPN,1977,149973
JPN,1978,181659
JPN,1979,245874
JPN,1980,170515
JPN,1981,183228
JPN,1982,202695
JPN,1983,206871
JPN,1984,205784
JPN,1985,186832
JPN,1986,191635
JPN,1987,174080
JPN,1988,168747
JPN,1989,163352
JPN,1990,153055
JPN,1991,159035
JPN,1992,178620
JPN,1993,196660
JPN,1994,191779
JPN,1995,173224
JPN,1996,185932
JPN,1997,200379
JPN,1998,204967
JPN,1999,189961
JPN,2000,164812
JPN,2001,178625
JPN,2002,166667
JPN,2003,171492
JPN,2004,156901
JPN,2005,156949
JPN,2006,151847
JPN,2007,154147
JPN,2008,160954
JPN,2009,210299
JPN,2010,190423
JPN,2011,321374
JPN,2012,280424
JPN,2013,229624
JPN,2014,358527
JPN,2015,463973
JPN,2016,285760
JPN,2017,235853
JPN,2018,269322
JPN,2019,988827
JPN,2020,527166
JPN,2021,314082
JPN,2022,606933
JPN,2023,803020
JPN,2024,1039910
JPN,2025,195684
KAZ,1960,858
KAZ,1961,782
KAZ,1962,1335
KAZ,1963,1779
KAZ,1964,809
KAZ,1965,1007
KAZ,1966,607
KAZ,1967,754
KAZ,1968,720
KAZ,1969,670
KAZ,1970,633
KAZ,1971,1031
KAZ,1972,648
KAZ,1973,880
KAZ,1974,1004
KAZ,1975,665
KAZ,1976,706
KAZ,1977,475
KAZ,1978,505
KAZ,1979,905
KAZ,1980,397
KAZ,1981,448
KAZ,1982,574
KAZ,1983,1542
KAZ,1984,1020
KAZ,1985,1158
KAZ,1986,765
KAZ,1987,1005
KAZ,1988,772
KAZ,1989,985
KAZ,1990,2611
KAZ,1991,2524
KAZ,1992,811
KAZ,1993,2560
KAZ,1994,1648
KAZ,1995,1391
KAZ,1996,525
KAZ,1997,776
KAZ,1998,808
KAZ,1999,1309
KAZ,2000,6606
KAZ,2001,3221
KAZ,2002,7083
KAZ,2003,24898
KAZ,2004,20427
KAZ,2005,6561
KAZ,2006,7076
KAZ,2007,9511
KAZ,2008,4547
KAZ,2009,7771
KAZ,2010,6409
KAZ,2011,3433
KAZ,2012,8453
KAZ,2013,6091
KAZ,2014,11899
KAZ,2015,14368
KAZ,2016,11353
KAZ,2017,20988
KAZ,2018,19512
KAZ,2019,28511
KAZ,2020,10792
KAZ,2021,20843
KAZ,2022,54904
KAZ,2023,83951
KAZ,2024,103958
KAZ,2025,52320
KEN,1960,7092
KEN,1961,9816
KEN,1962,6005
KEN,1963,8752
KEN,1964,7630
KEN,1965,11668
KEN,1966,8768
KEN,1967,9586
KEN,1968,11417
KEN,1969,11156
KEN,1970,11053
KEN,1971,11777
KEN,1972,13291
KEN,1973,18684
KEN,1974,16472
KEN,1975,14063
KEN,1976,11047
KEN,1977,18878
KEN,1978,15236
KEN,1979,13315
KEN,1980,7401
KEN,1981,12727
KEN,1982,10607
KEN,1983,15058
KEN,1984,15982
KEN,1985,15010
KEN,1986,14844
KEN,1987,25804
KEN,1988,16139
KEN,1989,37215
KEN,1990,20863
KEN,1991,20089
KEN,1992,28693
KEN,1993,20160
KEN,1994,20910
KEN,1995,22237
KEN,1996,28922
KEN,1997,34956
KEN,1998,36103
KEN,1999,27182
KEN,2000,39083
KEN,2001,34432
KEN,2002,36789
KEN,2003,33724
KEN,2004,27952
KEN,2005,43490
KEN,2006,54041
KEN,2007,46503
KEN,2008,43670
KEN,2009,52199
KEN,2010,48950
KEN,2011,67903
KEN,2012,58885
KEN,2013,77070
KEN,2014,109188
KEN,2015,221300
KEN,2016,208133
KEN,2017,267214
KEN,2018,311665
KEN,2019,364857
KEN,2020,346532
KEN,2021,479204
KEN,2022,528715
KEN,2023,645773
KEN,2024,781371
KEN,2025,128257
KGZ,1960,711
KGZ,1961,602
KGZ,1962,419
KGZ,1963,147
KGZ,1964,114
KGZ,1965,590
KGZ,1966,390
KGZ,1967,1532
KGZ,1968,1132
KGZ,1969,760
KGZ,1970,200
KGZ,1971,1064
KGZ,1972,215
KGZ,1973,293
KGZ,1974,811
KGZ,1975,346
KGZ,1976,432
KGZ,1977,289
KGZ,1978,206
KGZ,1979,500
KGZ,1980,148
KGZ,1981,1328
KGZ,1982,299
KGZ,1983,278
KGZ,1984,542
KGZ,1985,1120
KGZ,1986,1196
KGZ,1987,2168
KGZ,1988,1549
KGZ,1989,1357
KGZ,1990,2542
KGZ,1991,267
KGZ,1992,375
KGZ,1993,891
KGZ,1994,256
KGZ,1995,1505
KGZ,1996,946
KGZ,1997,868
KGZ,1998,16509
KGZ,1999,12532
KGZ,2000,3675
KGZ,2001,890
KGZ,2002,241
KGZ,2003,5920
KGZ,2004,2813
KGZ,2005,2118
KGZ,2006,989
KGZ,2007,2360
KGZ,2008,1130
KGZ,2009,1583
KGZ,2010,2601
KGZ,2011,2773
KGZ,2012,982
KGZ,2013,2447
KGZ,2014,1275
KGZ,2015,41191
KGZ,2016,4798
KGZ,2017,5054
KGZ,2018,4013
KGZ,2019,5391
KGZ,2020,3536
KGZ,2021,10042
KGZ,2022,23175
KGZ,2023,24330
KGZ,2024,46486
KGZ,2025,8458
KHM,1960,879
KHM,1961,1056
KHM,1962,505
KHM,1963,173
KHM,1964,317
KHM,1965,765
KHM,1966,252
KHM,1967,158
KHM,1968,368
KHM,1969,292
KHM,1970,166
KHM,1971,6
KHM,1972,6
KHM,1973,3
KHM,1974,29
KHM,1975,7
KHM,1976,4
KHM,1977,4
KHM,1978,6
KHM,1979,6
KHM,1980,7
KHM,1982,124
KHM,1983,4
KHM,1984,3
KHM,1985,4
KHM,1986,2
KHM,1987,4
KHM,1988,27
KHM,1989,542
KHM,1990,90
KHM,1991,6
KHM,1992,161
KHM,1993,460
KHM,1994,479
KHM,1995,1214
KHM,1996,2298
KHM,1997,1800
KHM,1998,1027
KHM,1999,954
KHM,2000,2052
KHM,2001,2801
KHM,2002,2402
KHM,2003,1816
KHM,2004,1918
KHM,2005,3461
KHM,2006,5344
KHM,2007,6574
KHM,2008,7844
KHM,2009,6233
KHM,2010,9575
KHM,2011,11995
KHM,2012,17429
KHM,2013,28181
KHM,2014,21172
KHM,2015,40413
KHM,2016,72432
KHM,2017,90089
KHM,2018,104461
KHM,2019,75416
KHM,2020,86722
KHM,2021,88741
KHM,2022,116729
KHM,2023,151377
KHM,2024,193966
KHM,2025,5777
KOR,1960,8273
KOR,1961,7173
KOR,1962,5671
KOR,1963,7526
KOR,1964,9271
KOR,1965,10125
KOR,1966,9815
KOR,1967,9422
KOR,1968,5879
KOR,1969,7995
KOR,1970,5863
KOR,1971,7683
KOR,1972,8821
KOR,1973,8546
KOR,1974,5471
KOR,1975,8914
KOR,1976,9470
KOR,1977,9578
KOR,1978,4849
KOR,1979,11667
KOR,1980,8540
KOR,1981,12461
KOR,1982,29221
KOR,1983,33795
KOR,1984,86914
KOR,1985,118878
KOR,1986,36983
KOR,1987,61888
KOR,1988,29580
KOR,1989,15546
KOR,1990,14523
KOR,1991,12885
KOR,1992,21315
KOR,1993,22442
KOR,1994,26774
KOR,1995,20236
KOR,1996,32081
KOR,1997,47856
KOR,1998,48104
KOR,1999,49342
KOR,2000,52582
KOR,2001,56267
KOR,2002,53749
KOR,2003,43416
KOR,2004,51995
KOR,2005,44867
KOR,2006,79594
KOR,2007,116516
KOR,2008,117616
KOR,2009,130883
KOR,2010,148064
KOR,2011,199255
KOR,2012,639542
KOR,2013,344308
KOR,2014,265117
KOR,2015,167704
KOR,2016,321645
KOR,2017,269255
KOR,2018,303338
KOR,2019,256397
KOR,2020,210362
KOR,2021,237234
KOR,2022,329796
KOR,2023,344035
KOR,2024,403845
KOR,2025,103517
KWT,1961,4
KWT,1962,3
KWT,1963,13
KWT,1964,11
KWT,1965,5
KWT,1966,6
KWT,1967,30
KWT,1968,66
KWT,1969,40
KWT,1970,5
KWT,1971,26
KWT,1972,179
KWT,1973,66
KWT,1974,105
KWT,1975,46
KWT,1976,62
KWT,1977,98
KWT,1978,214
KWT,1979,60
KWT,1980,93
KWT,1981,502
KWT,1982,464
KWT,1983,177
KWT,1984,75
KWT,1985,412
KWT,1986,99
KWT,1987,82
KWT,1988,95
KWT,1989,101
KWT,1990,355
KWT,1991,16
KWT,1992,26
KWT,1993,126
KWT,1994,88
KWT,1995,184
KWT,1996,80
KWT,1997,66
KWT,1998,1914
KWT,1999,1960
KWT,2000,2515
KWT,2001,1707
KWT,2002,1348
KWT,2003,901
KWT,2004,534
KWT,2005,149
KWT,2006,278
KWT,2007,1139
KWT,2008,2829
KWT,2009,1899
KWT,2010,1271
KWT,2011,3175
KWT,2012,2669
KWT,2013,6205
KWT,2014,50536
KWT,2015,44760
KWT,2016,22699
KWT,2017,29110
KWT,2018,27284
KWT,2019,25374
KWT,2020,22389
KWT,2021,23475
KWT,2022,17964
KWT,2023,18904
KWT,2024,31374
KWT,2025,1196
LAO,1960,149
LAO,1961,50
LAO,1962,66
LAO,1963,274
LAO,1964,224
LAO,1965,1267
LAO,1966,937
LAO,1967,1028
LAO,1968,242
LAO,1969,460
LAO,1970,97
LAO,1971,397
LAO,1972,818
LAO,1973,595
LAO,1974,809
LAO,1975,674
LAO,1976,56
LAO,1977,11
LAO,1978,8
LAO,1979,7
LAO,1980,3
LAO,1981,5
LAO,1982,19
LAO,1983,134
LAO,1984,8
LAO,1985,24
LAO,1986,45
LAO,1987,103
LAO,1988,96
LAO,1989,108
LAO,1990,29
LAO,1991,58
LAO,1992,478
LAO,1993,542
LAO,1994,448
LAO,1995,3406
LAO,1996,6130
LAO,1997,9731
LAO,1998,8046
LAO,1999,5129
LAO,2000,622
LAO,2001,1099
LAO,2002,2116
LAO,2003,1376
LAO,2004,1292
LAO,2005,4150
LAO,2006,3808
LAO,2007,4640
LAO,2008,4846
LAO,2009,1995
LAO,2010,2986
LAO,2011,5502
LAO,2012,9785
LAO,2013,4302
LAO,2014,8119
LAO,2015,3205
LAO,2016,2389
LAO,2017,4340
